person	position	declaration_year	source_type	point_code	point_title	declarer/family	content	Sum1_property	Sum2_leasing	Name_of_country	Name_of_currency	Sum3_income_in_currency	block	additional_information	decl_section	
Кірш Олександр Вікторович		2014			Сума коштів на рахунках у банках та інших фінансових установах	сім'я	130764 							130764 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Кірш Олександр Вікторович		2013			Член сім`ї декларанта		Дружина, Краснікова Н.В.								Розділ I. Загальні відомості
Кірш Олександр Вікторович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	832 828							832 828	Розділ II. Відомості про доходи
Кірш Олександр Вікторович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	сім'я	16 923							16 923	Розділ II. Відомості про доходи
Кірш Олександр Вікторович		2013			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	832 828							832 828	Розділ II. Відомості про доходи
Кірш Олександр Вікторович		2013			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	сім'я	16 923							16 923	Розділ II. Відомості про доходи
Кірш Олександр Вікторович		2013			Квартири	декларант	37,24(1/2 від 74,48) 							37,24(1/2 від 74,48) 	Розділ III. Відомості про нерухоме майно
Кірш Олександр Вікторович		2013			Гаражі	декларант	25,2 							25,2 	Розділ III. Відомості про нерухоме майно
Кірш Олександр Вікторович		2013			Квартири	сім'я	37,24(1/2 від 74,48) 							37,24(1/2 від 74,48) 	Розділ III. Відомості про нерухоме майно
Кірш Олександр Вікторович		2013			Автомобілі легкові	сім'я	Honda Civic, 1590 куб.см, 92 кВт, 455 см , 2004 р.в.								Розділ IV. Відомості про транспортні засоби
Кірш Олександр Вікторович		2013			Сума коштів на рахунках у банках та інших фінансових установах, у т.ч.:	декларант	10 000 							10 000 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Кірш Олександр Вікторович		2013			Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації, у т.ч.:	декларант	2 000 							2 000 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Кірш Олександр Вікторович		2013			внесених у звітному році	декларант	2 000 							2 000 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Кірш Олександр Вікторович		2013			Сума коштів на рахунках у банках та інших фінансових установах	сім'я	85 000 							85 000 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Кірш Олександр Вікторович		2013			Добровільне страхування	сім'я	1 138 							1 138 	Розділ VI. Відомості про фінансові зобов'язання 
Мірошниченко Юрій Романович		2013			Член сім`ї декларанта		дружина, Мірошниченко С.Ю.								Розділ I. Загальні відомості
Мірошниченко Юрій Романович		2013			Член сім`ї декларанта		син, Мірошниченко М.Ю.								Розділ I. Загальні відомості
Мірошниченко Юрій Романович		2013			Член сім`ї декларанта		донька, Мірошниченко С.Ю.								Розділ I. Загальні відомості
Мірошниченко Юрій Романович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	773 194							773 194	Розділ II. Відомості про доходи
Мірошниченко Юрій Романович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	сім'я	212 705							212 705	Розділ II. Відомості про доходи
Мірошниченко Юрій Романович		2013			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	211 259							211 259	Розділ II. Відомості про доходи
Мірошниченко Юрій Романович		2013			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	сім'я	212 705							212 705	Розділ II. Відомості про доходи
Мірошниченко Юрій Романович		2013			дохід від викладацької, наукової і творчої діяльності, медичної практики, інструкторської та суддівської практики із спорту	декларант	25 668							25 668	Розділ II. Відомості про доходи
Мірошниченко Юрій Романович		2013			дивіденти, проценти	декларант	10 281							10 281	Розділ II. Відомості про доходи
Мірошниченко Юрій Романович		2013			матеріальна допомога	декларант	35 338							35 338	Розділ II. Відомості про доходи
Мірошниченко Юрій Романович		2013			дохід від передачі в оренду (строкове володіння та/або користування) майна	декларант	281 548							281 548	Розділ II. Відомості про доходи
Мірошниченко Юрій Романович		2013			інші види доходів (не зазначені у позиціях 6-19)	декларант	"209 100
   (депутатські)"							"209 100
   (депутатські)"	Розділ II. Відомості про доходи
Мірошниченко Юрій Романович		2013			Одержані (нараховані) з джерел за межами України	сім'я	191 832			Сполучені Штати Америки	000	24			Розділ II. Відомості про доходи
Мірошниченко Юрій Романович		2013			Земельні ділянки	декларант	600 							600 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	декларант	306 							306 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	декларант	568 (оренда) 							568 (оренда) 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	декларант	236 							236 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	декларант	510 							510 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	декларант	604 							604 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	декларант	800 							800 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	декларант	5040 							5040 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	декларант	1200 							1200 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	декларант	1200 							1200 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	декларант	1104 							1104 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	декларант	1161 							1161 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	декларант	1083 							1083 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	декларант	226 							226 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Житлові будинки	декларант	676.5 							676.5 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Житлові будинки	декларант	120 							120 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Квартири	декларант	58.2 							58.2 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Квартири	декларант	218.5 							218.5 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Квартири	декларант	144.9 							144.9 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Квартири	декларант	218.5 							218.5 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Квартири	декларант	200.1 							200.1 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Квартири	декларант	221.2 							221.2 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Квартири	декларант	283.3 							283.3 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Квартири	декларант	135 							135 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Гаражі	декларант	12 							12 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Гаражі	декларант	15.2 							15.2 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Гаражі	декларант	13.7 							13.7 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Гаражі	декларант	12.4 							12.4 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Гаражі	декларант	90.8 							90.8 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Гаражі	декларант	15.2 							15.2 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Інше нерухоме майно	декларант	121.9 							121.9 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Інше нерухоме майно	декларант	66.5 							66.5 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Інше нерухоме майно	декларант	287.9 							287.9 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Інше нерухоме майно	декларант	43.3 							43.3 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Інше нерухоме майно	декларант	351.9 							351.9 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Інше нерухоме майно	декларант	137.7 							137.7 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	сім'я	2500 							2500 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	сім'я	2500 							2500 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	сім'я	808 							808 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	сім'я	6166 							6166 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	сім'я	6817 							6817 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	сім'я	7778 							7778 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	сім'я	5040 							5040 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	сім'я	9170 							9170 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Земельні ділянки	сім'я	2500 							2500 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Квартири	сім'я	121.7 							121.7 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Гаражі	сім'я	14.9 							14.9 	Розділ III. Відомості про нерухоме майно
Мірошниченко Юрій Романович		2013			Автомобілі легкові	декларант	Lexus LX 570, 5663 куб.см, потужність двигуна - 280 кВт , 2008 р.в.								Розділ IV. Відомості про транспортні засоби
Мірошниченко Юрій Романович		2013			Автомобілі легкові	декларант	Toyota FJ Cruiser, 3956 куб.см, потужність двигуна - 176 кВт , 2008 р.в.								Розділ IV. Відомості про транспортні засоби
Мірошниченко Юрій Романович		2013			Автомобілі легкові	сім'я	Mitsubishi Pajero 3, 2972 куб.см, потужність двигуна 131 кВт , 2008 р.в.								Розділ IV. Відомості про транспортні засоби
Мірошниченко Юрій Романович		2013			Автомобілі легкові	сім'я	Lexus GX 470, 4700 куб.см, 193 кВт , 2005 р.в.								Розділ IV. Відомості про транспортні засоби
Мірошниченко Юрій Романович		2013			Автомобілі легкові	сім'я	Mitsubishi L200, 2477 куб.см, потужність двигуна 100 кВт , 2008 р.в.								Розділ IV. Відомості про транспортні засоби
Мірошниченко Юрій Романович		2013			Сума коштів на рахунках у банках та інших фінансових установах, у т.ч.:	декларант	475;128							475;128	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Мірошниченко Юрій Романович		2013			вкладених у звітному році	декларант	487;800							487;800	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Мірошниченко Юрій Романович		2013			Номінальна вартість цінних паперів, у т.ч.:	декларант	"4ПАТ ""Ексімнафтопродукт"" "							"4ПАТ ""Ексімнафтопродукт"" "	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Мірошниченко Юрій Романович		2013			Сума коштів на рахунках у банках та інших фінансових установах	сім'я	101 736Wells Fargo, CITIBANK 							101 736Wells Fargo, CITIBANK 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Мірошниченко Юрій Романович		2013			Сума коштів на рахунках у банках та інших фінансових установах	сім'я	101 736Wells Fargo, CITIBANK 							101 736Wells Fargo, CITIBANK 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Мірошниченко Юрій Романович		2013			Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації	сім'я	"14 652ООО ""Водоканал Покуття"" "							"14 652ООО ""Водоканал Покуття"" "	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Мірошниченко Юрій Романович		2013			Утримання зазначеного у розділах III-V майна	декларант	411 215 							411 215 	Розділ VI. Відомості про фінансові зобов'язання 
Мірошниченко Юрій Романович		2013			Утримання зазначеного у розділах III-V майна	сім'я	10 000 							10 000 	Розділ VI. Відомості про фінансові зобов'язання 
Мірошниченко Юрій Романович		2013			Утримання зазначеного у розділах III-V майна закордоном	сім'я	40 000 							40 000 	Розділ VI. Відомості про фінансові зобов'язання 
Іванчук Андрій Володимирович		2014			Член сім`ї декларанта		Дружина, Іванчук І.І.								Розділ I. Загальні відомості
Іванчук Андрій Володимирович		2014			Член сім`ї декларанта		Донька, Іванчук В.А.								Розділ I. Загальні відомості
Іванчук Андрій Володимирович		2014			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	518389								Розділ II. Відомості про доходи
Іванчук Андрій Володимирович		2014			Загальна сума сукупного доходу, гривні, у т. ч.:	сім'я	319940								Розділ II. Відомості про доходи
Іванчук Андрій Володимирович		2014			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	168389								Розділ II. Відомості про доходи
Іванчук Андрій Володимирович		2014			дохід від відчуження рухомого та нерухомого майна	декларант	350000								Розділ II. Відомості про доходи
Іванчук Андрій Володимирович		2014			дохід від відчуження рухомого та нерухомого майна	сім'я	319940								Розділ II. Відомості про доходи
Іванчук Андрій Володимирович		2014			Земельні ділянки	сім'я	13740 							13740 	Розділ III. Відомості про нерухоме майно
Іванчук Андрій Володимирович		2014			Житлові будинки	сім'я	503,6 							503,6 	Розділ III. Відомості про нерухоме майно
Іванчук Андрій Володимирович		2014			Автомобілі легкові	декларант	Merсedes-Benz S 65 AMG, 5980 куб.см; 463 кВт; 522,6 см , 2008 р.в.								Розділ IV. Відомості про транспортні засоби
Іванчук Андрій Володимирович		2014			Водні засоби	декларант	Sport Angler 1750; 85 кВт; 520,00 см , 2008 р.в.								Розділ IV. Відомості про транспортні засоби
Іванчук Андрій Володимирович		2013			Член сім`ї декларанта		дружина, Іванчук І.І.								Розділ I. Загальні відомості
Іванчук Андрій Володимирович		2013			Член сім`ї декларанта		донька, Іванчук В.А.								Розділ I. Загальні відомості
Іванчук Андрій Володимирович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	247 104							247 104	Розділ II. Відомості про доходи
Іванчук Андрій Володимирович		2013			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	211 278							211 278	Розділ II. Відомості про доходи
Іванчук Андрій Володимирович		2013			матеріальна допомога	декларант	35 826							35 826	Розділ II. Відомості про доходи
Іванчук Андрій Володимирович		2013			Земельні ділянки	сім'я	13 740 							13 740 	Розділ III. Відомості про нерухоме майно
Іванчук Андрій Володимирович		2013			Житлові будинки	сім'я	503.6 							503.6 	Розділ III. Відомості про нерухоме майно
Іванчук Андрій Володимирович		2013			Квартири	сім'я	78.4 							78.4 	Розділ III. Відомості про нерухоме майно
Іванчук Андрій Володимирович		2013			Автомобілі легкові	декларант	Land Rover/Range Rover 4197 куб.см, 295 кВт, 495 см , 2008 р.в.								Розділ IV. Відомості про транспортні засоби
Іванчук Андрій Володимирович		2013			Автомобілі легкові	декларант	Mercedes-Benz IS 65 AMG 5980 куб.см, 463 кВт, 522.6 см , 2008 р.в.								Розділ IV. Відомості про транспортні засоби
Іванчук Андрій Володимирович		2013			Водні засоби	декларант	Sport Anger 1750, 85 кВт, 520.00 см , 2008 р.в.								Розділ IV. Відомості про транспортні засоби
Писаренко Валерій Володимирович		2014			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	7 641 933							7 641 933	Розділ II. Відомості про доходи
Писаренко Валерій Володимирович		2014			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	167 497							167 497	Розділ II. Відомості про доходи
Писаренко Валерій Володимирович		2014			дохід від викладацької, наукової і творчої діяльності, медичної практики, інструкторської та суддівської практики із спорту	декларант	743							 Київський національний університет імені Тараса Шевченка * *(назва закладу, установи тощо, в яких (нараховано) зазначені у цій позиціїї доходи)	Розділ II. Відомості про доходи
Писаренко Валерій Володимирович		2014			дивіденти, проценти	декларант	4 011 698							4 011 698	Розділ II. Відомості про доходи
Писаренко Валерій Володимирович		2014			дохід від передачі в оренду (строкове володіння та/або користування) майна	декларант	3 461 995							3 461 995	Розділ II. Відомості про доходи
Писаренко Валерій Володимирович		2014			Квартири	декларант	75,2 							75,2 	Розділ III. Відомості про нерухоме майно
Писаренко Валерій Володимирович		2014			Інше нерухоме майно	декларант	750,8 							750,8 	Розділ III. Відомості про нерухоме майно
Писаренко Валерій Володимирович		2014			Автомобілі легкові	декларант	Mersedes-Benz S-500 4 Matic; 4663 куб.см , 2011 р.в.								Розділ IV. Відомості про транспортні засоби
Писаренко Валерій Володимирович		2014			Сума коштів на рахунках у банках та інших фінансових установах, у т.ч.:	декларант	65 571 924 							65 571 924 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Писаренко Валерій Володимирович		2014			вкладених у звітному році	декларант	9 643 708 							9 643 708 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Писаренко Валерій Володимирович		2014			Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації, у т.ч.:	декларант	8 802 774 							8 802 774 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Писаренко Валерій Володимирович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	3 597 699.04							3 597 699.04	Розділ II. Відомості про доходи
Писаренко Валерій Володимирович		2013			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	215 787.55							215 787.55	Розділ II. Відомості про доходи
Писаренко Валерій Володимирович		2013			дохід від викладацької, наукової і творчої діяльності, медичної практики, інструкторської та суддівської практики із спорту	декларант	15 536.76							15 536.76	Розділ II. Відомості про доходи
Писаренко Валерій Володимирович		2013			дивіденти, проценти	декларант	1 698 872.49							1 698 872.49	Розділ II. Відомості про доходи
Писаренко Валерій Володимирович		2013			матеріальна допомога	декларант	35 826.00							35 826.00	Розділ II. Відомості про доходи
Писаренко Валерій Володимирович		2013			дохід від передачі в оренду (строкове володіння та/або користування) майна	декларант	1 631 676.24							1 631 676.24	Розділ II. Відомості про доходи
Писаренко Валерій Володимирович		2013			Квартири	декларант	75.2 							75.2 	Розділ III. Відомості про нерухоме майно
Писаренко Валерій Володимирович		2013			Інше нерухоме майно	сім'я	750.8 							750.8 	Розділ III. Відомості про нерухоме майно
Писаренко Валерій Володимирович		2013			Автомобілі легкові	декларант	Mercedes Benz S500 4 matic 4663  куб.см , 2011 р.в.								Розділ IV. Відомості про транспортні засоби
Писаренко Валерій Володимирович		2013			Сума коштів на рахунках у банках та інших фінансових установах, у т.ч.:	декларант	34 017 246.54 							34 017 246.54 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Писаренко Валерій Володимирович		2013			вкладених у звітному році	декларант	15 664 394.81 							15 664 394.81 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Писаренко Валерій Володимирович		2013			Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації, у т.ч.:	декларант	8 802 773.76 							8 802 773.76 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Дирів Анатолій Борисович		2014			Член сім`ї декларанта		дружина, Дирів Н.З.								Розділ I. Загальні відомості
Дирів Анатолій Борисович		2014			Член сім`ї декларанта		син, Дирів А.А.								Розділ I. Загальні відомості
Дирів Анатолій Борисович		2014			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	174331.53							174331.53	Розділ II. Відомості про доходи
Дирів Анатолій Борисович		2014			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	174331.53							174331.53	Розділ II. Відомості про доходи
Дирів Анатолій Борисович		2014			Інше нерухоме майно	сім'я	300 кв.м 							300 кв.м 	Розділ III. Відомості про нерухоме майно
Дирів Анатолій Борисович		2014			Автомобілі легкові	сім'я	Hyunday Santa Fe 2359 куб.см, 175 к.с., 4.69 м. , 2013 р.в.								Розділ IV. Відомості про транспортні засоби
Дирів Анатолій Борисович		2014			Автомобілі легкові	сім'я	Hyunday Tucson, 1975 куб.см, 141 к.с., 4.32 м , 2006 р.в.								Розділ IV. Відомості про транспортні засоби
Дирів Анатолій Борисович		2013			Член сім`ї декларанта		дружина, Дирів  Н.З.								Розділ I. Загальні відомості
Дирів Анатолій Борисович		2013			Член сім`ї декларанта		син, Дирів А.А.								Розділ I. Загальні відомості
Дирів Анатолій Борисович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	231902,41							231902,41	Розділ II. Відомості про доходи
Дирів Анатолій Борисович		2013			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	231902,41							231902,41	Розділ II. Відомості про доходи
Дирів Анатолій Борисович		2013			Інше нерухоме майно	сім'я	300 кв.м 							300 кв.м 	Розділ III. Відомості про нерухоме майно
Дирів Анатолій Борисович		2013			Автомобілі легкові	сім'я	HYUNDAI SANTA FE об'єм 2359 куб.см, потужність175 к.с., довжина 4,69 м , 2013 р.в.								Розділ IV. Відомості про транспортні засоби
Дирів Анатолій Борисович		2013			Автомобілі легкові	сім'я	HYUNDAI TUCSON, об'єм 1975 куб.cм, потужність141 к.с., довжина 4,32 м , 2006 р.в.								Розділ IV. Відомості про транспортні засоби
Дирів Анатолій Борисович		2013			Погашення основної суми позики (кредиту)	декларант	19779,76 							19779,76 	Розділ VI. Відомості про фінансові зобов'язання 
Дирів Анатолій Борисович		2013			Погашення суми процентів за позикою (кредитом)	декларант	13015,69 							13015,69 	Розділ VI. Відомості про фінансові зобов'язання 
Амельченко Василь Васильович		2014			Член сім`ї декларанта		дружина, Амельченко Т.А.								Розділ I. Загальні відомості
Амельченко Василь Васильович		2014			Член сім`ї декларанта		донька, Амельченко А.В.								Розділ I. Загальні відомості
Амельченко Василь Васильович		2014			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	32612,90							32612,90	Розділ II. Відомості про доходи
Амельченко Василь Васильович		2014			Загальна сума сукупного доходу, гривні, у т. ч.:	сім'я	36835								Розділ II. Відомості про доходи
Амельченко Василь Васильович		2014			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	32612,90							32612,90	Розділ II. Відомості про доходи
Амельченко Василь Васильович		2014			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	сім'я	36835								Розділ II. Відомості про доходи
Амельченко Василь Васильович		2014			Земельні ділянки	декларант	0,12 							0,12 	Розділ III. Відомості про нерухоме майно
Амельченко Василь Васильович		2014			Квартири	сім'я	65 							65 	Розділ III. Відомості про нерухоме майно
Амельченко Василь Васильович		2014			Квартири	сім'я	48 							48 	Розділ III. Відомості про нерухоме майно
Амельченко Василь Васильович		2014			Автомобілі легкові	декларант	Хюндай, 2000 куб.см , 2008 р.в.								Розділ IV. Відомості про транспортні засоби
Амельченко Василь Васильович		2014			Автомобілі легкові	декларант	ВАЗ 2107 , 2003 р.в.								Розділ IV. Відомості про транспортні засоби
Амельченко Василь Васильович		2013			Член сім`ї декларанта		дружина, Амельченко Т.А.								Розділ I. Загальні відомості
Амельченко Василь Васильович		2013			Член сім`ї декларанта		донька, Амельченко А.В.								Розділ I. Загальні відомості
Амельченко Василь Васильович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	35000,00							35000,00	Розділ II. Відомості про доходи
Амельченко Василь Васильович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	сім'я	37361,00							37361,00	Розділ II. Відомості про доходи
Амельченко Василь Васильович		2013			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	32000,00							32000,00	Розділ II. Відомості про доходи
Амельченко Василь Васильович		2013			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	сім'я	33300,00							33300,00	Розділ II. Відомості про доходи
Амельченко Василь Васильович		2013			матеріальна допомога	декларант	3000,00							3000,00	Розділ II. Відомості про доходи
Амельченко Василь Васильович		2013			матеріальна допомога	сім'я	4061,00							4061,00	Розділ II. Відомості про доходи
Амельченко Василь Васильович		2013			Земельні ділянки	декларант	0,12 га 							0,12 га 	Розділ III. Відомості про нерухоме майно
Амельченко Василь Васильович		2013			Квартири	сім'я	48 кв. м 							48 кв. м 	Розділ III. Відомості про нерухоме майно
Амельченко Василь Васильович		2013			Квартири	сім'я	65 кв. м 							65 кв. м 	Розділ III. Відомості про нерухоме майно
Амельченко Василь Васильович		2013			Автомобілі легкові	декларант	ВАЗ 2107 , 2003 р.в.	75 000 грн 							Розділ IV. Відомості про транспортні засоби
Амельченко Василь Васильович		2013			Автомобілі легкові	декларант	Хюндай, 2000 куб.см , 2008 р.в.	200 000 грн 							Розділ IV. Відомості про транспортні засоби
